Product_Code,Year,Order_Demand
Product_0458,2014,"[240, 810, 309, 803, 319, 748, 547, 702, 301, 561, 647, 876]"
Product_0458,2015,"[1069, 795, 623, 698, 810, 197, 227, 885, 599, 542, 405, 1057]"
Product_0458,2016,"[188, 809, 620, 352, 252, 466, 653, 194, 1062, 495, 453, 418]"
Product_0463,2011,[150]
Product_0463,2012,"[882, 1512, 2337, 1431, 1866, 1469, 1743, 2134, 1476, 2419, 1147, 1467]"
Product_0463,2013,"[1072, 2615, 1692, 1749, 1595, 1546, 1415, 1282, 1173, 1638, 1475, 1879]"
Product_0463,2014,"[925, 1487, 1822, 2079, 1311, 1529, 1327, 1399, 1152, 1901, 1593, 708]"
Product_0463,2015,"[1235, 2903, 1561, 2399, 1967, 2379, 1574, 1122, 1459, 1149, 2585, 2022]"
Product_0463,2016,"[1112, 982, 836, 790, 1592, 1675, 789, 410, 2449, 1144, 850, 1695]"
Product_0495,2012,"[366, 365, 511, 355, 375, 586, 563, 920, 1246, 660, 407, 448]"
Product_0495,2013,"[647, 544, 933, 165, 534, 262, 613, 376, 740, 661, 406, 898]"
Product_0495,2014,"[513, 665, 397, 735, 378, 630, 488, 1182, 661, 450, 624, 469]"
Product_0495,2015,"[915, 820, 910, 909, 635, 627, 565, 812, 644, 960, 1015, 1163]"
Product_0495,2016,"[351, 834, 1461, 138, 359, 459, 669, 363, 989, 823, 410, 874]"
Product_0606,2012,"[2200, 1325, 3575, 1975, 1750, 4450, 1000, 1575, 1900, 2675, 900, 2125]"
Product_0606,2013,"[1600, 3025, 2375, 3925, 4900, 2550, 3125, 2050, 1825, 3150, 2800, 3075]"
Product_0606,2014,"[2025, 3175, 4250, 2500, 2250, 4100, 2400, 2275, 4950, 1875, 2850, 2750]"
Product_0606,2015,"[3850, 4350, 4825, 2400, 3225, 3025, 3750, 3675, 2600, 3400, 3275, 1700]"
Product_0606,2016,"[3500, 2200, 2800, 4100, 2875, 5175, 3025, 3000, 3475, 1900, 2175, 4425]"
Product_0608,2011,"[30, 5]"
Product_0608,2012,"[336, 352, 319, 378, 449, 557, 243, 239, 404, 300, 292, 289]"
Product_0608,2013,"[323, 474, 361, 561, 224, 378, 293, 325, 371, 552, 239, 389]"
Product_0608,2014,"[496, 277, 444, 796, 247, 542, 391, 299, 465, 538, 356, 602]"
Product_0608,2015,"[943, 425, 306, 676, 401, 478, 567, 491, 636, 1229, 629, 716]"
Product_0608,2016,"[765, 351, 913, 799, 828, 941, 457, 461, 670, 698, 713, 600]"
Product_0613,2011,[18]
Product_0613,2012,"[449, 323, 435, 409, 372, 572, 560, 654, 382, 375, 554, 325]"
Product_0613,2013,"[375, 921, 401, 601, 414, 788, 582, 437, 435, 613, 377, 627]"
Product_0613,2014,"[576, 693, 752, 761, 439, 770, 446, 438, 308, 512, 406, 422]"
Product_0613,2015,"[856, 481, 637, 732, 818, 834, 649, 511, 687, 921, 528, 514]"
Product_0613,2016,"[600, 771, 651, 843, 572, 738, 616, 546, 705, 660, 535, 576]"
Product_0614,2011,[30]
Product_0614,2012,"[202, 180, 56, 51, 218, 310, 79, 147, 40, 158, 297, 40]"
Product_0614,2013,"[109, 151, 637, 126, 127, 265, 233, 182, 528, 155, 234, 145]"
Product_0614,2014,"[266, 128, 226, 366, 250, 117, 39, 208, 216, 204, 257, 330]"
Product_0614,2015,"[232, 306, 143, 335, 193, 571, 160, 60, 132, 88, 113, 389]"
Product_0614,2016,"[287, 47, 132, 92, 48, 113, 77, 103, 192, 265, 108, 205]"
Product_0618,2012,"[3150, 2650, 3550, 3425, 2700, 3350, 3325, 3075, 1850, 2650, 1975, 3475]"
Product_0618,2013,"[2925, 3600, 4750, 5600, 7000, 3625, 2975, 3125, 3000, 3725, 3525, 5050]"
Product_0618,2014,"[3075, 8675, 4050, 6100, 4800, 5375, 4075, 4975, 5200, 3125, 4000, 3000]"
Product_0618,2015,"[4575, 5675, 3875, 4575, 6675, 4375, 4175, 2300, 5525, 4900, 4150, 2975]"
Product_0618,2016,"[4775, 4250, 4875, 5600, 5850, 5600, 4550, 4725, 5450, 3000, 4500, 6350]"
Product_0620,2011,[129]
Product_0620,2012,"[822, 914, 641, 605, 960, 923, 1276, 641, 955, 755, 871, 534]"
Product_0620,2013,"[923, 899, 725, 944, 488, 821, 663, 631, 990, 601, 748, 952]"
Product_0620,2014,"[1133, 1040, 949, 1126, 763, 939, 679, 677, 1044, 996, 1373, 775]"
Product_0620,2015,"[1205, 810, 943, 911, 936, 2006, 836, 1674, 2373, 1476, 634, 1090]"
Product_0620,2016,"[926, 993, 1159, 899, 728, 1272, 996, 624, 876, 981, 827, 709]"
Product_0621,2012,"[61, 77, 50, 77, 52, 87, 82, 59, 35, 44, 38, 53]"
Product_0621,2013,"[110, 55, 86, 65, 58, 97, 72, 112, 60, 58, 80, 101]"
Product_0621,2014,"[94, 134, 130, 101, 110, 93, 38, 37, 65, 144, 109, 120]"
Product_0621,2015,"[95, 113, 76, 175, 130, 113, 82, 188, 148, 89, 110, 133]"
Product_0621,2016,"[143, 94, 53, 93, 64, 85, 29, 36, 66, 87, 54, 163]"
Product_0627,2012,"[266, 490, 279, 461, 170, 311, 328, 314, 390, 154, 290, 287]"
Product_0627,2013,"[101, 251, 423, 372, 133, 205, 256, 377, 326, 238, 185, 389]"
Product_0627,2014,"[366, 255, 230, 315, 237, 179, 269, 693, 540, 472, 359, 224]"
Product_0627,2015,"[544, 368, 370, 325, 263, 276, 398, 150, 341, 469, 254, 389]"
Product_0627,2016,"[312, 286, 478, 611, 235, 297, 493, 200, 325, 330, 207, 366]"
Product_0631,2011,[1]
Product_0631,2012,"[105, 120, 133, 92, 108, 123, 70, 70, 106, 96, 112, 72]"
Product_0631,2013,"[134, 329, 124, 96, 113, 60, 75, 86, 131, 104, 122, 208]"
Product_0631,2014,"[181, 176, 99, 118, 111, 107, 128, 69, 107, 95, 112, 106]"
Product_0631,2015,"[144, 159, 162, 209, 218, 214, 166, 110, 159, 120, 128, 138]"
Product_0631,2016,"[224, 184, 165, 194, 128, 178, 209, 85, 190, 155, 126, 165]"
Product_0639,2011,[55]
Product_0639,2012,"[155, 138, 246, 483, 223, 288, 158, 192, 151, 121, 131, 115]"
Product_0639,2013,"[201, 107, 193, 250, 191, 247, 176, 215, 192, 237, 206, 186]"
Product_0639,2014,"[109, 223, 254, 106, 150, 299, 93, 231, 92, 669, 158, 234]"
Product_0639,2015,"[216, 126, 152, 126, 201, 194, 388, 226, 165, 211, 121, 122]"
Product_0639,2016,"[97, 144, 67, 115, 45, 189, 111, 178, 139, 220, 85, 30]"
Product_0642,2011,"[3, 37]"
Product_0642,2012,"[202, 248, 316, 318, 124, 265, 144, 149, 166, 230, 147, 153]"
Product_0642,2013,"[59, 227, 481, 326, 230, 259, 53, 158, 199, 246, 297, 189]"
Product_0642,2014,"[262, 218, 388, 359, 290, 286, 338, 320, 321, 169, 273, 370]"
Product_0642,2015,"[100, 312, 187, 333, 120, 238, 114, 325, 285, 249, 297, 168]"
Product_0642,2016,"[130, 216, 78, 78, 82, 203, 133, 177, 157, 77, 137, 24]"
Product_0643,2011,[1]
Product_0643,2012,"[71, 52, 60, 48, 71, 52, 41, 72, 97, 47, 74, 92]"
Product_0643,2013,"[53, 64, 91, 79, 49, 41, 87, 100, 43, 57, 80, 84]"
Product_0643,2014,"[60, 48, 68, 53, 274, 118, 126, 107, 46, 69, 51, 43]"
Product_0643,2015,"[110, 55, 73, 86, 93, 83, 63, 103, 64, 58, 134, 50]"
Product_0643,2016,"[35, 23, 18, 37, 24, 45, 35, 23, 60, 122, 27, 32]"
Product_0654,2012,"[433, 1212, 1216, 1275, 1072, 2148, 1787, 1140, 4660, 1144, 1003, 1910]"
Product_0654,2013,"[2300, 3354, 858, 2061, 1196, 1251, 1455, 1704, 835, 1733, 1829, 1080]"
Product_0654,2014,"[1501, 2317, 1541, 1477, 2067, 2795, 2867, 975, 340, 2968, 527, 1364]"
Product_0654,2015,"[2095, 1474, 1283, 2538, 1542, 2615, 1376, 1737, 1483, 3162, 324, 1590]"
Product_0654,2016,"[1758, 2376, 1394, 1501, 1652, 2313, 1827, 1664, 2513, 367, 1752, 1112]"
Product_0664,2012,"[3631, 1904, 4394, 2625, 1834, 6379, 5065, 1774, 3670, 1767, 2474, 3223]"
Product_0664,2013,"[3541, 4705, 2680, 1641, 3549, 4985, 2169, 2380, 3918, 3183, 3507, 3871]"
Product_0664,2014,"[6159, 3723, 3139, 5648, 3726, 6216, 3786, 3200, 1831, 2950, 4971, 1389]"
Product_0664,2015,"[2115, 2759, 5020, 960, 6525, 2489, 5822, 1777, 4638, 4933, 1035, 4595]"
Product_0664,2016,"[5247, 4526, 3316, 2807, 3600, 5934, 3776, 6260, 1777, 1588, 3735, 2253]"
Product_0672,2012,"[141, 360, 79, 142, 211, 264, 424, 203, 159, 113, 316, 155]"
Product_0672,2013,"[244, 182, 443, 186, 247, 173, 324, 218, 117, 173, 298, 361]"
Product_0672,2014,"[278, 176, 377, 297, 527, 416, 449, 97, 206, 80, 163, 424]"
Product_0672,2015,"[394, 344, 337, 159, 182, 444, 392, 199, 350, 407, 155, 248]"
Product_0672,2016,"[177, 170, 231, 218, 390, 229, 228, 228, 159, 109, 254, 92]"
Product_0677,2012,"[2110, 11080, 34830, 1680, 27680, 10720, 8750, 34870, 7340, 16170, 15820, 20400]"
Product_0677,2013,"[8060, 18940, 6840, 26690, 38750, 6970, 24610, 10730, 22710, 5130, 29440, 13600]"
Product_0677,2014,"[9730, 18620, 17150, 8490, 4060, 24660, 10510, 6270, 19350, 8240, 8330, 20870]"
Product_0677,2015,"[17480, 9630, 51020, 12530, 17430, 4850, 22130, 14850, 23480, 11840, 14570, 23470]"
Product_0677,2016,"[25020, 8720, 90050, 32610, 78980, 40110, 35760, 33280, 3320, 35580, 49340, 45670]"
Product_0779,2012,"[195, 70, 160, 125, 155, 170, 65, 140, 200, 180, 90, 105]"
Product_0779,2013,"[95, 135, 160, 185, 220, 245, 285, 125, 145, 205, 110, 55]"
Product_0779,2014,"[150, 305, 230, 365, 725, 165, 225, 250, 230, 230, 215, 180]"
Product_0779,2015,"[275, 265, 770, 315, 310, 365, 320, 275, 140, 310, 405, 340]"
Product_0779,2016,"[510, 245, 290, 1235, 430, 410, 230, 285, 285, 390, 330, 170]"
Product_0790,2012,"[205, 170, 180, 235, 115, 145, 45, 90, 190, 105, 230, 275]"
Product_0790,2013,"[135, 240, 215, 680, 150, 175, 235, 125, 150, 140, 175, 110]"
Product_0790,2014,"[290, 205, 530, 520, 710, 520, 250, 320, 310, 300, 395, 510]"
Product_0790,2015,"[335, 320, 225, 270, 535, 305, 255, 235, 325, 175, 250, 390]"
Product_0790,2016,"[300, 360, 380, 770, 245, 440, 240, 210, 335, 360, 160, 275]"
Product_0901,2012,"[250, 50, 2500, 200, 150, 50, 200, 50]"
Product_0901,2013,"[3750, 3000, 3400, 4400, 3450, 2700, 2500, 800, 1000, 650, 1900, 1700]"
Product_0901,2014,"[8200, 2050, 1950, 1000, 7200, 5000, 4550, 3700, 3300, 3000, 2650, 4450]"
Product_0901,2015,"[600, 350, 700, 750, 1150, 1450, 600, 300, 1000, 1250, 2000, 850]"
Product_0901,2016,"[800, 1350, 550, 1200, 1250, 2250, 1550, 500, 2500, 1100, 350, 800]"
Product_0905,2011,[350]
Product_0905,2012,"[2300, 3800, 3800, 8750, 7350, 6850, 5450, 3350, 5600, 13750, 4600, 4350]"
Product_0905,2013,"[6800, 6550, 8000, 5650, 5100, 13550, 10650, 3900, 6750, 11500, 4700, 3600]"
Product_0905,2014,"[10600, 5050, 1250, 1300, 5950, 5000, 8000, 7350, 6550, 11900, 5500, 5050]"
Product_0905,2015,"[1800, 7650, 5250, 6150, 2750, 4650, 3950, 2950, 9150, 6550, 1700, 5950]"
Product_0905,2016,"[3250, 7250, 12400, 1850, 3100, 2500, 3450, 6100, 600, 6750, 5400, 2000]"
Product_0936,2011,[40000]
Product_0936,2012,"[317500, 490000, 275000, 315000, 422500, 450000, 405000, 422500, 465000, 380000, 530000, 292500]"
Product_0936,2013,"[502500, 560000, 237500, 355000, 530000, 345000, 472500, 267500, 457500, 437500, 300000, 320000]"
Product_0936,2014,"[435000, 312500, 595000, 580000, 375000, 702500, 302500, 427500, 527500, 410000, 530000, 417500]"
Product_0936,2015,"[310000, 442500, 177500, 357500, 437500, 1565000, 217500, 157500, 505000, 212500, 192500, 192500]"
Product_0936,2016,"[185000, 285000, 245000, 132500, 240000, 197500, 85000, 305000, 277500, 270000, 100000, 165000]"
Product_0940,2011,[300]
Product_0940,2012,"[6000, 6900, 5300, 5500, 6200, 11400, 5100, 8000, 6800, 7900, 8100, 5700]"
Product_0940,2013,"[6700, 8900, 6300, 7500, 8900, 9100, 5400, 21300, 4000, 18000, 6200, 5000]"
Product_0940,2014,"[4400, 6900, 6000, 4300, 12000, 7300, 10300, 5800, 15700, 5800, 3900, 7900]"
Product_0940,2015,"[19900, 16300, 4300, 4200, 3900, 13300, 8100, 4200, 6900, 6100, 4600, 5600]"
Product_0940,2016,"[10400, 8100, 9000, 4900, 8700, 9700, 9900, 10500, 10200, 6400, 4900, 6600]"
Product_0942,2012,"[31900, 16300, 13500, 36100, 27100, 13200, 23300, 30300, 22500, 6700, 29500, 19100]"
Product_0942,2013,"[7100, 10800, 17200, 12200, 17500, 13000, 13100, 19800, 18300, 19800, 23900, 32100]"
Product_0942,2014,"[35200, 22500, 14400, 29900, 13800, 15300, 11500, 18000, 26900, 17500, 11400, 31700]"
Product_0942,2015,"[43400, 31000, 47100, 21300, 11800, 17400, 26700, 28900, 11900, 14800, 9800, 33900]"
Product_0942,2016,"[10700, 40800, 32300, 17000, 58900, 36600, 40300, 27100, 34600, 25900, 14200, 17300]"
Product_0943,2012,"[53000, 59000, 76000, 22000, 33000, 52000, 109000, 35000, 112000, 28000, 63000, 39000]"
Product_0943,2013,"[51000, 85000, 37000, 42000, 42000, 47000, 46000, 46000, 44000, 44000, 41000, 41000]"
Product_0943,2014,"[46000, 76000, 66000, 110000, 43000, 45000, 104000, 108000, 60000, 83000, 61000, 74000]"
Product_0943,2015,"[61000, 88000, 34000, 47000, 61000, 79000, 62000, 34000, 70000, 73000, 48000, 49000]"
Product_0943,2016,"[67000, 82000, 54000, 71000, 56000, 66000, 58000, 51000, 140000, 75000, 34000, 92000]"
Product_0973,2011,[47100]
Product_0973,2012,"[21200, 16700, 18500, 12500, 6500, 48900, 10100, 11800, 32600, 29000, 10900, 10700]"
Product_0973,2013,"[15600, 24900, 18000, 8500, 4900, 33300, 27000, 15300, 12000, 13300, 25600, 12900]"
Product_0973,2014,"[29300, 15100, 27800, 21000, 8500, 32600, 32700, 14400, 32200, 9800, 8900, 16300]"
Product_0973,2015,"[12600, 7700, 14300, 12700, 18800, 19800, 30500, 14500, 11000, 20500, 18200, 15100]"
Product_0973,2016,"[10800, 21800, 9200, 8000, 11900, 13700, 10500, 3400, 11500, 18500, 8300, 17800]"
Product_0979,2012,"[84100, 110700, 72300, 93100, 130400, 77600, 78200, 78900, 112900, 96100, 82900, 92000]"
Product_0979,2013,"[48400, 121800, 161000, 91000, 182400, 103500, 85000, 150600, 99300, 147100, 180500, 183700]"
Product_0979,2014,"[147800, 280500, 168500, 116300, 126700, 164300, 129800, 125600, 94200, 133100, 148100, 270200]"
Product_0979,2015,"[176200, 108700, 152600, 103300, 138300, 161200, 157800, 122600, 140400, 106300, 117200, 105400]"
Product_0979,2016,"[118200, 66400, 132600, 70300, 65100, 80400, 144600, 147500, 69700, 121900, 79800, 77400]"
Product_0980,2011,"[7300, 1400]"
Product_0980,2012,"[30700, 328500, 46300, 68100, 24300, 48200, 91700, 100200, 215000, 288700, 31800, 190500]"
Product_0980,2013,"[246900, 215600, 129400, 146400, 194400, 63900, 306500, 139900, 147500, 236000, 179200, 42700]"
Product_0980,2014,"[12200, 95000, 667300, 139300, 137600, 48000, 57500, 79800, 67500, 74000, 59500, 180900]"
Product_0980,2015,"[25800, 99200, 77200, 218300, 84400, 150700, 52100, 23500, 43600, 34900, 25300, 73400]"
Product_0980,2016,"[59700, 54000, 10200, 42800, 36100, 42800, 21800, 38200, 45500, 54000, 47600, 36900]"
Product_0981,2011,"[400, 20650]"
Product_0981,2012,"[39850, 19150, 26050, 87500, 41150, 61550, 34750, 50800, 45700, 62700, 43150, 53300]"
Product_0981,2013,"[22650, 109500, 100000, 75900, 73350, 38900, 36900, 92000, 65700, 65150, 48950, 233250]"
Product_0981,2014,"[61400, 105450, 102800, 53900, 279800, 107600, 60300, 81600, 51250, 54650, 67700, 75000]"
Product_0981,2015,"[88700, 59100, 81600, 56700, 75050, 83200, 66150, 76200, 74200, 21600, 31900, 55050]"
Product_0981,2016,"[45350, 52400, 45950, 46950, 52500, 36650, 52600, 134750, 60650, 42250, 67000, 16650]"
Product_0982,2011,"[5050, 10450]"
Product_0982,2012,"[13300, 9950, 4850, 8600, 17150, 32650, 10250, 18050, 11200, 21600, 8750, 17700]"
Product_0982,2013,"[7650, 31500, 36050, 11450, 22500, 16000, 29050, 21950, 26200, 44000, 98400, 74500]"
Product_0982,2014,"[9350, 39350, 44350, 50700, 43000, 14200, 41250, 29150, 19900, 43600, 74200, 60400]"
Product_0982,2015,"[61450, 59050, 86250, 145700, 78100, 63550, 49900, 40300, 38050, 31450, 24400, 55600]"
Product_0982,2016,"[36150, 48600, 37700, 26950, 246100, 483400, 63700, 386550, 47350, 39700, 61900, 44750]"
Product_0984,2011,[700]
Product_0984,2012,"[74800, 36000, 66300, 88500, 53200, 57200, 40000, 126900, 66700, 48000, 75200, 76500]"
Product_0984,2013,"[56400, 90400, 46200, 81200, 225600, 87100, 60900, 76400, 80100, 48400, 39500, 64900]"
Product_0984,2014,"[44700, 73100, 35600, 54600, 54300, 70600, 65600, 64400, 82300, 62300, 47500, 94600]"
Product_0984,2015,"[42000, 66400, 72600, 36900, 54400, 40500, 123100, 58000, 37100, 34800, 113000, 47700]"
Product_0984,2016,"[39100, 40900, 30600, 57600, 41500, 51700, 31800, 30100, 52600, 35100, 39300, 27700]"
Product_0998,2011,[6200]
Product_0998,2012,"[67500, 63000, 73100, 108700, 68300, 55400, 12500, 141500, 237800, 112500, 75100, 71300]"
Product_0998,2013,"[146300, 74600, 30400, 27700, 93500, 13400, 60900, 25800, 67600, 47100, 122900, 71300]"
Product_0998,2014,"[50600, 28400, 132700, 22900, 36000, 61100, 78600, 30000, 58600, 93900, 31200, 18500]"
Product_0998,2015,"[167900, 326800, 143700, 255700, 97500, 206700, 275300, 126900, 175600, 220200, 61900, 59600]"
Product_0998,2016,"[15600, 67200, 40900, 41800, 37800, 63200, 136000, 99100, 99100, 109300, 71300, 23800]"
Product_1016,2012,"[1334200, 1388700, 1090100, 960000, 1198700, 1636100, 1555600, 812700, 1084500, 618800, 1600900, 588200]"
Product_1016,2013,"[1651100, 1562400, 1512800, 1207900, 1999100, 1115600, 1611500, 1552200, 1268600, 624100, 1374800, 892900]"
Product_1016,2014,"[1853400, 2014100, 942200, 605800, 1362200, 1831700, 1402100, 1172600, 1437600, 814200, 1885200, 612000]"
Product_1016,2015,"[1039500, 751700, 546200, 993700, 1225800, 3274700, 1818500, 671000, 763000, 674100, 950100, 1967400]"
Product_1016,2016,"[1108700, 1063900, 385500, 1021000, 819800, 1664600, 1741500, 174900, 1482500, 1143700, 852600, 1470700]"
Product_1017,2012,"[12550, 12200, 11000, 6950, 11750, 12700, 19250, 12750, 5900, 15150, 11500, 8600]"
Product_1017,2013,"[12350, 9550, 18400, 11650, 11400, 12050, 11400, 9150, 12250, 12300, 9300, 9550]"
Product_1017,2014,"[14250, 33350, 12850, 9950, 13150, 18250, 10350, 8550, 11400, 9200, 32650, 11550]"
Product_1017,2015,"[14750, 24300, 11550, 10100, 50200, 21200, 12850, 7450, 21500, 17300, 8500, 8550]"
Product_1017,2016,"[10300, 17200, 12600, 11500, 13900, 41350, 11750, 8650, 15000, 8050, 9400, 9200]"
Product_1023,2012,"[83200, 104300, 99400, 49500, 111000, 67400, 122200, 104400, 62300, 122500, 40200, 107100]"
Product_1023,2013,"[117300, 131200, 91500, 150600, 109800, 124300, 111600, 99900, 88100, 122200, 105600, 101300]"
Product_1023,2014,"[147800, 114900, 80100, 88400, 119700, 95100, 137200, 64600, 97600, 72600, 117300, 100900]"
Product_1023,2015,"[109900, 183100, 53200, 124200, 83900, 164000, 126800, 118200, 63200, 168200, 94200, 69200]"
Product_1023,2016,"[64400, 142800, 108200, 90200, 131000, 159800, 115400, 130700, 95900, 59100, 106100, 120900]"
Product_1025,2012,"[324, 364, 168, 176, 836, 261, 711, 504, 431, 352, 279, 649]"
Product_1025,2013,"[894, 413, 392, 483, 241, 618, 771, 353, 645, 217, 673, 291]"
Product_1025,2014,"[470, 449, 694, 205, 742, 887, 266, 635, 204, 404, 450, 455]"
Product_1025,2015,"[566, 352, 574, 369, 470, 997, 321, 601, 289, 188, 545, 277]"
Product_1025,2016,"[55, 513, 481, 106, 650, 876, 647, 83, 487, 175, 116, 563]"
Product_1134,2012,"[38300, 18800, 75000, 28700, 67500, 92200, 65000, 77700, 98100, 35800, 52600, 14100]"
Product_1134,2013,"[28200, 25300, 67500, 71600, 26300, 47000, 45700, 56200, 42100, 50600, 59700, 103100]"
Product_1134,2014,"[94000, 68800, 144800, 72700, 60000, 64400, 83400, 143400, 21100, 55700, 83400, 48300]"
Product_1134,2015,"[40500, 3600, 103400, 102900, 119400, 50700, 94300, 75000, 146000, 78300, 58400, 55800]"
Product_1134,2016,"[5400, 85300, 87100, 83600, 104400, 4700, 104200, 55000, 54100, 62300, 25600, 82300]"
Product_1135,2012,"[134000, 195000, 170000, 192000, 159000, 175000, 137000, 106000, 207000, 85000, 173000, 194000]"
Product_1135,2013,"[206000, 164000, 110000, 103000, 122000, 131000, 190000, 146000, 99000, 102000, 133000, 162000]"
Product_1135,2014,"[168000, 263000, 202000, 146000, 124000, 170000, 253000, 213000, 155000, 169000, 74000, 116000]"
Product_1135,2015,"[232000, 150000, 105000, 206000, 222000, 188000, 94000, 115000, 139000, 136000, 93000, 175000]"
Product_1135,2016,"[123000, 126000, 102000, 155000, 114000, 159000, 112000, 153000, 110000, 90000, 133000, 117000]"
Product_1195,2012,"[115000, 100000, 76000, 110000, 146000, 95000, 35000, 99000, 73000, 113000, 142000, 52000]"
Product_1195,2013,"[99000, 198000, 194000, 277000, 71000, 125000, 336000, 316000, 382000, 325000, 232000, 82000]"
Product_1195,2014,"[102000, 83000, 482000, 98000, 178000, 130000, 353000, 269000, 108000, 344000, 386000, 94000]"
Product_1195,2015,"[372000, 277000, 65000, 305000, 330000, 131000, 108000, 97000, 64000, 251000, 180000, 218000]"
Product_1195,2016,"[24000, 141000, 220000, 118000, 80000, 110000, 153000, 44000, 90000, 72000, 125000, 145000]"
Product_1213,2011,[1200]
Product_1213,2012,"[45300, 34800, 45900, 28700, 50100, 42700, 39200, 79200, 39900, 47100, 36500, 40200]"
Product_1213,2013,"[39500, 60700, 38800, 64200, 58900, 36900, 31500, 40500, 32900, 42800, 31200, 44000]"
Product_1213,2014,"[46000, 43500, 22600, 27200, 46200, 53000, 47200, 55100, 70000, 33400, 24800, 54100]"
Product_1213,2015,"[36000, 40900, 42400, 35500, 58000, 56700, 30500, 32400, 70100, 27500, 43800, 22800]"
Product_1213,2016,"[20000, 29000, 42500, 43500, 46800, 21200, 34700, 31300, 30000, 44000, 31500, 33100]"
Product_1216,2011,[3000]
Product_1216,2012,"[232000, 285000, 208000, 153000, 304000, 131000, 113000, 183000, 192000, 211000, 303000, 155000]"
Product_1216,2013,"[195000, 330000, 156000, 251000, 122000, 155000, 191000, 164000, 92000, 256000, 199000, 157000]"
Product_1216,2014,"[118000, 193000, 165000, 125000, 197000, 407000, 307000, 160000, 208000, 154000, 103000, 144000]"
Product_1216,2015,"[311000, 180000, 250000, 135000, 180000, 283000, 233000, 182000, 317000, 223000, 297000, 167000]"
Product_1216,2016,"[176000, 128000, 332000, 103000, 130000, 113000, 185000, 149000, 196000, 205000, 118000, 250000]"
Product_1222,2012,"[126400, 60200, 154600, 117700, 105000, 168700, 118200, 43100, 94200, 86800, 86100, 99200]"
Product_1222,2013,"[85000, 133900, 98800, 70200, 129200, 114200, 119900, 89900, 64300, 98200, 93100, 89300]"
Product_1222,2014,"[66500, 180400, 80400, 51600, 196800, 176100, 39800, 61000, 73400, 110300, 69400, 73400]"
Product_1222,2015,"[145800, 73200, 69600, 115100, 114100, 135000, 48100, 123600, 101800, 98300, 131400, 68600]"
Product_1222,2016,"[59700, 136700, 78700, 100000, 99300, 144500, 45500, 71000, 100900, 45400, 77900, 55600]"
Product_1224,2012,"[79000, 85000, 44000, 55000, 123000, 136000, 117000, 118000, 172000, 74000, 78000, 70000]"
Product_1224,2013,"[81000, 117000, 113000, 100000, 68000, 71000, 93000, 93000, 83000, 74000, 74000, 62000]"
Product_1224,2014,"[120000, 68000, 104000, 100000, 104000, 67000, 84000, 116000, 57000, 66000, 124000, 99000]"
Product_1224,2015,"[105000, 93000, 103000, 68000, 78000, 84000, 69000, 91000, 71000, 97000, 40000, 58000]"
Product_1224,2016,"[56000, 154000, 84000, 62000, 115000, 129000, 68000, 62000, 98000, 61000, 114000, 109000]"
Product_1239,2012,"[32300, 64500, 24900, 24800, 20100, 30200, 24100, 20900, 27300, 16100, 37400, 27300]"
Product_1239,2013,"[29400, 40000, 22300, 27700, 24300, 11200, 23900, 25400, 33500, 39100, 15200, 36700]"
Product_1239,2014,"[25300, 26500, 57100, 32400, 29900, 23700, 29800, 37800, 47700, 31100, 31500, 26100]"
Product_1239,2015,"[16500, 65100, 31100, 20000, 15900, 28200, 22600, 33600, 33500, 58700, 22900, 41800]"
Product_1239,2016,"[29800, 41400, 33500, 27100, 46000, 52200, 43400, 82900, 56200, 24700, 50500, 27100]"
Product_1241,2011,[38000]
Product_1241,2012,"[1145000, 1822000, 1611000, 1156000, 1795000, 1904000, 2212000, 2175000, 2278000, 2440000, 2554000, 1558000]"
Product_1241,2013,"[2309000, 2058000, 2973000, 2394000, 1978000, 1315000, 1799000, 2317000, 1718000, 3488000, 1630000, 1739000]"
Product_1241,2014,"[1796000, 1869000, 2266000, 1835000, 1383000, 3851000, 1390000, 2022000, 2192000, 2289000, 1546000, 1473000]"
Product_1241,2015,"[1847000, 1807000, 1387000, 2220000, 1455000, 2251000, 2362000, 1908000, 2410000, 3135000, 1737000, 2116000]"
Product_1241,2016,"[1483000, 1324000, 1196000, 1567000, 1446000, 1553000, 1662000, 2705000, 1905000, 3560000, 1561000, 802000]"
Product_1241,2017,[24000]
Product_1242,2011,[1000]
Product_1242,2012,"[18000, 101000, 122000, 54000, 167000, 65000, 22000, 373000, 606000, 30000, 27000, 104000]"
Product_1242,2013,"[17000, 135000, 158000, 129000, 79000, 237000, 242000, 96000, 108000, 136000, 30000, 413000]"
Product_1242,2014,"[450000, 163000, 175000, 182000, 249000, 763000, 170000, 425000, 375000, 345000, 41000, 63000]"
Product_1242,2015,"[133000, 71000, 86000, 280000, 70000, 294000, 143000, 476000, 302000, 155000, 663000, 93000]"
Product_1242,2016,"[50000, 766000, 1002000, 324000, 52000, 105000, 107000, 121000, 148000, 229000, 73000, 830000]"
Product_1246,2012,"[169000, 83000, 83000, 128000, 198000, 104000, 229000, 234000, 310000, 485000, 115000, 129000]"
Product_1246,2013,"[51000, 92000, 180000, 103000, 77000, 116000, 108000, 199000, 126000, 142000, 175000, 117000]"
Product_1246,2014,"[158000, 186000, 176000, 84000, 168000, 132000, 149000, 147000, 153000, 312000, 129000, 146000]"
